EventTemplate,Occurrences
loadFileCache... ,1
at com.huawei.ecs.mip.proxy.TcpSocket.onConnectSocket(TcpSocket.java:<*>) ,1
<*> <*> <*> code(<*>) ,5
battery changed pluggedType: <*> ,3
addSensor,mHandles:{<*>=<*>} ,3
<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>, ,1
action=android.intent.action.PACKAGE_RESTARTED queryReplace=false ,2
collectReceiverComponents, callerApp: ProcessRecord{34bf34f <*>:system/<*>}, <*> receiver size:<*>, flags: <*> ,7
onAuthenticated(fid=<*>, gid=<*>) ,3
begin of formatChinaDateRange chinaDate:早上<*>:<*> ,4
<*> <*> = false, <*> = false, <*> = <*> ,4
addNotification key=<*>|com.android.incallui|<*>|null|<*> ,3
<*> <*> <*> <*> =<*> ,5
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> } ,1
shouldBlockLocation running ... ,193
InCallPresenter - <*> <*> ,5
<*> = <*>, <*> = <*> ,2
<*> <*> <*> true by win Window{e6a6b5e u0 com.android.incallui/com.android.incallui.InCallActivity} ,1
int android::IppAlgoSmartAE::doSmartAEAlgo(unsigned char *, void *, int, int, <*> <*> <*> <*> ,1
<<*>-<*>-<*> <*>:<*>:<*>> <*> SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,1
<*> IEs - hexdump(len=<*>): <*> 0f <*> <*> <*> <*> <*> <*> 2d <*> 6d <*> 6c 6f <*> <*> <*> <*> <*> <*> <*> 0b <*> 0c <*> <*> <*> <*> <*> <*> <*> <*> ... ,2
loadMagazine ,6
ACDB -> <*> ,61
action:huawei.intent.action.IMS_SERVICE_STATE_CHANGED, mPermissionType:<*> ,4
pa2240-proximity calling driver setDelay <*> ms ,3
Get no-perm notification callback android.intent.action.SCREEN_OFF ,1
No peeking: not <*> <*> <*> ,7
bssid=<*>:<*>:bc:0a:f9:<*>;freq=<*>;level=<*>;flags=<*>;ssid=wlanaccessv2.<*>; ,1
updateLightsLocked,turn off notificationLight ,7
at android.database.sqlite.SQLiteConnectionPool.open(SQLiteConnectionPool.java:<*>) ,9
int android::IppAlgoSmartAE::doSmartAEAlgo(unsigned char *, void *, int, int, int) <*> <*> ,4
CTRL_IFACE: Failed to get network variable <*> ,4
sendResultBroadcast policy:null ,1
Change in state from: connected=true,enabled=true,level=<*>,inetCondition=<*>,iconGroup=IconGroup(4G),activityIn=true,activityOut=true,rssi=<*>,lastModified=<*>-<*> <*>:<*>:<*>,isRoaming=false,dataSim=true,networkName=中国移动,networkNameData=中国移动,dataConnected=true,isDefault=true,isEmergency=false,airplaneMode=false,carrierNetworkChangeMode=false,userSetup=true ,15
Handle message: <*> ,54
start expired. level:-<*> ,10
bssid=<*>:<*>:bc:0b:2b:e0;freq=<*>;level=<*>;flags=<*>;ssid=wlanaccessv2.<*>; ,1
Change in state from: <*> <*> ,28
removeNotificationChildren ,127
readRilMessage: Buffer = [B@204bb9f HexData = [010000000404000011000000514f454d484f4f4bfa0308000100000000] ,9
bssid=<*>:<*>:bc:0b:<*>:<*>;freq=<*>;level=<*>;flags=<*>;ssid=Huawei-Employee; ,6
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> is not <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,5
<*> <*> id is not <*> <*> cellid = <*> ,1
ignore <*> <*> <*> <*> <*> time:<*> ,1
onDataActivity: direction=<*> ,185
<*> <*> = <*> ,119
statusBarIconTint=#B3000000,navigationBarIconTint=#<*> ,3
operator:<*> ,2
<*> <*> <*> <*> <*> <*> <*> = <*> <*> = <*> ,5
<*> <*> : false ,1
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*> <*> <*> tunnel <*> <*> <*> <*> <*> ,3
<*> onDismissRequested reason = <*> ,2
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,46
actionId=<*> ,1
[main-<*>]isInstallingStatus(/HwOucUtility.java:<*>) ,1
iqiyi message: ==== do something executeCmd isProcessExist true ===== ,14
send_cmd_kernel: cmd=<*> ,68
<*> <*> <*> <*> type <*> <*> <*> <*> <*> <*> <*> ,1
RCV <- {<*> <*> <*>} ,1
<*> <*> <*> <*> <*> <*> <*> delay to H! ,3
<*> <*> <*> mMaxValue=<*>, mMinValue=<*> ,2
sub =<*>,strMccMnc =null,hashMccMnc =[],strPlmn =hw_show_<*>_5G_for_mcc ,129
tcp.recv{<*>} TcpClientThread.readSocket(TcpClientThread.java:<*>) <<< ERROR(<*>) >>> socket read length failure -<*> ,4
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*>]:FSM_Tool_TreatFolderEncEx => [START]: pcFileName [<*>_<*>.log] ,4
at com.dianping.nvnetwork.i.a(NVGlobal.java:<*>) ,1
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ActivityRecord{5f12a6a u0 com.tencent.mm/.ui.LauncherUI <*> ,1
<*> <*> user=UserHandle{<*>} id=<*> tag=null key=<*>|com.huawei.health|<*>|null|<*>: Notification(pri=<*> contentView=null vibrate=null sound=null defaults=0x0 flags=0x62 color=0x00000000 <*> <*> <*> when=<*>, vis=<*>, userid=<*> ,2
updateTcpSummery mRSSI:<*> HwCHRWifiRSSIGroup [rssi_index=<*>, rtt_tcp_packets=<*>, rtt_tcp_duration=<*>, rtt_lan_duration=<*>, rtt_lan_failures=<*>, rtt_lan_succ=<*>, rtt_lan_max=<*>, rtt_lan_min=<*>,same_area_frequency=<*>,adjacent_area_frequency=<*>] ,3
isBetaStrategy ,2
release:lock=<*>, flg=0x0, tag="RILJ_ACK_WL", name=com.android.phone", ws=null, uid=<*>, pid=<*> ,59
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> = <*> ,1
<*> <*> <*> stream <*>, <*> <*> format <*>, channelMask <*>, flags <*> ,1
ImsServiceSub : <*> = <*> <*> = <*> <*> = true ,1
<*> <*> <*> uid: <*>, pid: <*> ,4
mFilterMsgFlag: <*>,msg.arg1: <*> ,3
<*> [mMasterNetWorkType=<*>, mSlaveNetWorkType=<*>, mMasterNetWorkLevel=<*>, mSlaveNetWorkLevel=<*>, mDataState=<*>, mDataActivity=<*>, mDataNetType=<*>] <*> [mMasterNetWorkType=<*>, mSlaveNetWorkType=<*>, mMasterNetWorkLevel=<*>, mSlaveNetWorkLevel=<*>, mDataState=<*>, mDataActivity=<*>, mDataNetType=<*>] ,2
received broadcast android.intent.action.TIME_TICK ,12
tcp.recv{<*>} TcpClientThread.onReceiverWork(TcpClientThread.java:<*>) <*> ,13
IEs - hexdump(len=<*>): <*> <*> <*> <*> <*> <*> 6c <*> <*> <*> <*> <*> <*> <*> <*> <*> 8b <*> <*> <*> <*> 6c <*> <*> <*> 2a <*> <*> <*> <*> 0c <*> ... ,1
at java.net.SocksSocketImpl.connect(SocksSocketImpl.java:<*>) ,1
msg.recv{<*>} TcpClientThread.onRecv(TcpClientThread.java:<*>) TCP Msg 659TCP_OK ,2
{"status":"<*>"}(/HttpCommunicator.java:<*>) ,2
LfbQT1UiIQfWV1AIiNSJ1MEn8ph2W+K47aYZU/mO8qAp7JAflMTwEQKbZ3PS9AHTd6Z2kSVNZsv<*> ,1
getContactInfoForSelf ,1
[RouteService.onStartCommand] ,6
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*>]:Switch tunnel mode to <*> ,1
<*> <*> <*> <*> contentView=null vibrate=null sound=null defaults=0x0 <*> <*> <*> ,7
bssid=5c:<*>:bf:7f:2a:5c;freq=<*>;level=<*>;flags=<*>;ssid=MERCURY_7F2A5C; ,1
keyAppBroadcastQueueForIntent intent Intent { <*> <*> (has extras) } on bgkeyapp queue ,29
at android.media.MediaPlayer.postEventFromNative(MediaPlayer.java:<*>) ,1
reN6C0v9S9BNg3rDQYYA6eG+PLxzLgqKJKhUlBZgc345ryQfDUC5Olb05p9d1ZU22W+QcAsr5x<*> ,1
<*> <*> <*> <*> : <*> repeating : false interval : <*> trigger : <*>-<*>-<*> <*>:<*>:<*> isMissed : false ,1
onReceive ,1
addFreezeProcess pkg:com.tencent.mm ,2
release:lock=<*>, flg=0x0, tag="WakerLock:<*>", name=com.tencent.mm", ws=null, uid=<*>, pid=<*> ,14
<*> = false, <*> = false, <*> = false, <*> <*> <*> <*> = false, <*> = false, <*> <*> <*> ,1
<*> <*> is abandoned for <*> <*> <*> <*> ,1
<*> Branch : ,2
<*> <*> is not <*> <*> <*> <*> <*> <*> ,3
SND -> {<*> <*> <*> <*> ,7
<*> <*> - hexdump(len=<*>): [REMOVED] ,20
Response ID <*> is not served in this process. ,4
<*> - hexdump(len=<*>): [REMOVED] ,5
fpc_tac_begin_identify---need_liveness_authentication: <*> ,5
<*> intent:act:android.intent.action.BATTERY_CHANGED flag:<*> technology=Li-ion icon-small=<*> max_charging_voltage=<*> health=<*> max_charging_current=<*> status=<*> plugged=<*> present=true charge_counter=<*> level=<*> scale=<*> temperature=<*> voltage=<*> invalid_charger=<*> ,1
startAllModules ,1
tcp.recv{<*>} TcpClientThread.onReceiverWork(TcpClientThread.java:<*>) <*> <*> ,8
<*> <*> <*> <*> <*> <*> <*> = false, <*> = <*>, <*> = <*>, <*> = <*>, <*> = <*>, <*> = <*> ,1
c: <*> <*> <*> <*> <*> l: false ,3
pool-<*>-thread-<*>{<*>} <*>.doInBackground(TupHelper.java:<*>) <*> <*> <*> ,5
Ignore update <*> <*> false ,3
<*> <*> <*> <*> - hexdump(len=<*>): <*> <*> <*> 0f <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,1
Watch Thread{<*>} <*> <*> ,3
New app record <*> <*> <*> <*> <*> ,3
kzallO397cR7UGK9pLlA4CKfMqLVX+BV9/4pKN1gC6ccM2q4r+dOK7qzkwog7v7o1ONx3VkvVx2a ,1
wlan0: Control interface command 'BSS RANGE=<*>- MASK=0x3029d87' ,13
getRecentTasks: topActivity=ComponentInfo{com.sankuai.meituanhd/com.meituan.android.base.ui.CommonWebViewActivity} ,2
<*> changed bounds; rebatching ,2
<*> <*>:<*>:<*>> <*> SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,1
<*> <*> <*> <*> such file or <*> ,1
Failure getting entry for <*> (t=<*> e=<*>) (error <*>) ,1
[ReceiverDispatcher-<*>]resetBastet(android/null:<*>) ,2
wlan0: Control interface command 'SIGNAL_POLL' ,10
nspContentRange0-<*>/<*> ,2
notifyInterfaceClassActivity: client is android.net.INetworkManagementEventObserver$Stub$Proxy@af<*> ,42
[UserPresentReceiver.onReceive]Start! ,4
<*> <*> <*> <*> <*> <*> ms ,3
<*>|after compensate: cache step_<*> ,88
sending alarm <*> type <*> when <*> <*> = <*>,listenerTag <*> ,1
[StartupguideUtils.isBeta]is beta=false ,3
at android.support.v4.content.al.call(ModernAsyncTask.java:<*>) ,1
<*> <*> <*> <*> <*> in the <*> <*> <*> <*> <*> in the <*> <*> ,3
bssid=<*>:eb:<*>:e4:<*>:3e;freq=<*>;level=<*>;flags=<*>;ssid=NO; ,1
random_mix_pool - hexdump(len=<*>): [REMOVED] ,40
StatusBarNotifier - <*> <*> Notification(pri=<*> contentView=null vibrate=null sound=null defaults=0x0 flags=0x2 color=0x00000000 <*> <*> publicVersion=Notification(pri=<*> contentView=null vibrate=null sound=null defaults=0x0 <*> <*> <*> ,1
Sending non-protected broadcast <*> from system <*> pkg <*> ,1
<*> <*> <*> <*> <*> technology=Li-ion icon-small=<*> max_charging_voltage=<*> health=<*> max_charging_current=<*> status=<*> plugged=<*> present=true charge_counter=<*> level=<*> scale=<*> temperature=<*> voltage=<*> invalid_charger=<*> ,2
wlan0: Control interface command <*> <*> <*> ,19
WPS: attr type=0x103c len=<*> ,31
<*> <*> - hexdump(len=<*>): <*> <*> <*> <*> <*> <*> <*> <*> ,1
parsed ip:<*> ,2
Got set_interactive hint ,2
SND -> {<*> <*> <*> <*> <*> ,1
<*> <*> #<*> A=com.tencent.mm U=<*> StackId=<*> sz=<*>} ,1
<*> proc <*> <*> <*> <*> ,1
Change in state from: connected=true,enabled=true,level=<*>,inetCondition=<*>,iconGroup=IconGroup(4G),activityIn=false,activityOut=false,rssi=<*>,lastModified=<*>-<*> <*>:<*>:<*>,isRoaming=false,dataSim=true,networkName=中国移动,networkNameData=中国移动,dataConnected=true,isDefault=true,isEmergency=false,airplaneMode=false,carrierNetworkChangeMode=false,userSetup=true ,25
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*> <*> <*> <*> <*> ,83
start requestStepResult ,1
ACTION_USB_PORT_CHANGED arrived! ,1
No config file found for:/themes/diff/icons ,21
MyOrientationListener: updateRotation. ,26
isDisplayFeatureSupported feature:<*> ,6
<*> enter for <*> = <*> ,1
NetworkSelectionStatus NETWORK_SELECTION_ENABLED ,1
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,1
update HiddenSpaceData! ,1
VideoCallFragment - <*> ,1
.handleEvent().received action:android.net.wifi.STATE_CHANGE ,1
<*> <*> <*> <*> <*> is <*> ,8
WPS: attr type=0x1054 len=<*> ,36
tcp.recv{<*>} TcpSocket.close(TcpSocket.java:<*>) shutdown input: java.net.SocketException: Socket is closed ,3
<*> <*> size is <*> <*> ,2
APS: 2DSDR: AbsListView.FlingRunnable.run(), SDR ratio = <*>.<*>, layer height = <*>, scroll view height = <*> ,15
id : <*> <*> <*> <*> <*> <*> <*> : false ,1
<*> false false <*> ,1
rotationForOrientationLw(orient=<*>, last=<*>); user=<*> ,20
ready=false,policy=<*>,wakefulness=<*>,wksummary=0x0,uasummary=0x0,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=<*>,adj=<*>.0userId=<*> ,5
getImsPhoneId failed. Exception = org.codeaurora.ims.QtiImsException: ImsService is not running ,4
preNetWorkType:<*>; currentNetWorkType:<*> ,2
loss[<*>]=<*>.<*>%, volume=<*> ,1
<*> <*> broadcast OK ! ,1
tcp.recv{<*>} TcpClientThread.onReceiverWork(TcpClientThread.java:<*>) get tcp message <*> ,45
offsetBrightness=<*>.<*>,mOffsetBrightness_last7.<*>,lux=<*>.<*>,mPosBrightness=<*>.<*>,mIsUserChange=false,mDelta=<*>.<*>,defaultBrightness=<*>.<*>,mStartLuxDefaultBrightness=<*>.04mLastLuxDefaultBrightness=<*>.<*> ,1
<MCT >< <*> <*> <*> <*> ,1
<*> <*> will not <*> ,1
iqiyi message: <*> <*> <*> ,4
<*>-<*>-<*> <*>:<*>:<*>.<*> T:<*> DEBUG: <*> <*> <*> <*> ,1
AutoStartupDataMgr:isUnderControll third party not in whitelist: cn.wps.moffice_eng ,1
interceptKeyBeforeQueueing: key <*> , result : <*> ,3
enter keyguard:<*> ,3
0xcd, 0xb0, 0x24, 0x3e ,3
<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*>,<*>/<*> ,7
release:lock=<*>, flg=0x0, <*> <*> ws=null, uid=<*>, pid=<*> ,41
CtrlSocket restoreScrOnStatus ,6
getSeekBarProgress isAutoMode:true current brightness:<*> <*> ,2
action:org.codeaurora.VOIP_VOPS_SSAC_STATUS, mPermissionType:<*> ,32
sub =<*>,strMccMnc =null,hashMccMnc =[],strPlmn =hw_mcc_mnc ,146
SND <*> <*> <*> <*> <*> ,1
ImsServiceSubHandler : <*> ,1
<*> <*> <*> <*> <*> <*> is <*> ,6
CtrlSocket Receiver,disable: <*> <*> <*> <*> <*> <*> <*> mStartPowerSaving: false ,1
getOutput() device <*>, stream <*>, samplingRate <*>, format <*>, channelMask <*>, flags <*> ,2
onFinishedGoingToSleep(<*>) ,15
enqueueNotificationInternal: n.getKey = <*>|com.huawei.health|<*>|null|<*> ,59
at android.os.FileUtils.readTextFile(FileUtils.java:<*>) ,93
SearchActivity_resume_android.os.BinderProxy@3f1fd<*> ,1
AwareMem_EventTracker: [POLLING_TIMEOUT_<*>] is abandoned for <*> <*> <*> ,1
getKickTimerByUserType: <*> ,3
<*> when=<*> what=<*> <*> <*> ,3
<*> count = <*> ,3
offsetBrightness=<*>.<*>,mOffsetBrightness_last102.<*>,lux=<*>.<*>,mPosBrightness=<*>.<*>,mIsUserChange=false,mDelta=<*>.<*>,defaultBrightness=<*>.<*>,mStartLuxDefaultBrightness=<*>.04875mLastLuxDefaultBrightness=<*>.<*> ,1
<*> ok, pid: <*> ,1
SearchActivity_stop_android.os.BinderProxy@d090c7e ,1
onStartedWakingUp ,10
setTracingEnabled:<*> ,20
DialpadFragment mBroadcastReceiver action:android.intent.action.SCREEN_ON ,2
hideTraffic ,83
clear mLastAcquireWakelock ,1
Caller checkPermission fail ,18
<*> <*> <*> technology=Li-ion icon-small=<*> max_charging_voltage=<*> health=<*> max_charging_current=<*> status=<*> plugged=<*> present=true charge_counter=<*> level=<*> scale=<*> temperature=<*> voltage=<*> invalid_charger=<*> ,3
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> = <*> device <*> ,1
Calling fingersense_on_resume() ,4
at android.os.HandlerThread.run(HandlerThread.java:<*>) ,5
[PushService] stopTryConnectTask ,1
proxyWakeLockByPidUid, pid: <*>, uid: <*>, <*> <*> ,4
Workspace updateCustomizeShortcuts <*> <*> <*> ,1
StatusBarNotifier - <*> ,2
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*>]:Switch tunnel mode to [<*>]! ,1
VolumeDialogController.Callbacks onScreenOff ,6
<*> <*> <*> <*> <*> <*> action = null package name <*> <*> ,1
Beacon IEs - hexdump(len=<*>): <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 0c <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ... ,1
<*> <*> <*> <*> type <*> <*> <*> <*> <*> <*> ,3
<*> <*> mCount=<*>, mAvgValue=<*>, mMaxValue=<*>, mMinValue=<*> ,1
<*> <*>.<*>/<*>, <*>.<*>/<*>, <*>.<*>/<*>, <*>.<*>/<*>, <*>.<*>/<*>, <*>.<*>/<*>, <*> ,1
ready=false,policy=<*>,wakefulness=<*>,wksummary=0x1,uasummary=0x0,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=<*>,adj=<*>.0userId=<*> ,11
<MCT >< INFO> <*>: mct_controller_handle_SOF_proc: <*> <*> <*> ,2
<*> <*> <*> ......ID <*>,<*>-<*>,<*> <*> <*> ,3
not in <*> <*> <*> <*> <*> <*> <*> ,9
WPS: WFA subelement id=<*> len=<*> ,32
t:false, fl: false, p: <*>, ce: true, we: true ,4
takeScreenshot cancelPendingScreenshotChordAction ,1
Acquiring suspend blocker "PowerManagerService.Broadcasts". ,6
action:com.example.logupload.progress, mPermissionType:<*> ,1
wifiSleepPolicy:<*> ,11
updateChargingLocked: charging=true ,2
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>} <*> <*> <*> ,2
at android.database.sqlite.SQLiteDatabase.openOrCreateDatabase(SQLiteDatabase.java:<*>) ,3
offsetBrightness=<*>.<*>,mOffsetBrightness_last26.<*>,lux=<*>.<*>,mPosBrightness=<*>.<*>,mIsUserChange=false,mDelta=<*>.<*>,defaultBrightness=<*>.<*>,mStartLuxDefaultBrightness=<*>.8mLastLuxDefaultBrightness=<*>.<*> ,1
eoizC7+J5yT7Xf7rbHpd052GwSoLxrDYVJEXOYlYNQtnRXe4BW1l70a1Y/p7rwdPmdCC0ZnPL1fz ,1
HsmStat_info:feature enable:true ,2
onFling::not valid gesture or touch plus on, false, return! ,39
<*> <*> <*> <*> == <*> ,1
writeSummaryFromParcelLocked, IType:<*>, mGsmCsCallTimeLen:<*> ,3
NetworkInfo.State.CONNECTED ,1
vh/V5FCr3gWzAYZhyfigeHJNSdKs5pA8+b9yeWJorVUMEhpNKfK3hqk7q7KH8uNdgGzRagaECasJ ,1
org.iqiyi.video.vote.b.aux.a()<<*>> : checkVoteShowTime--><*> ,83
bssid=<*>:<*>:bc:0b:<*>:<*>;freq=<*>;level=<*>;flags=<*>;ssid=wlanaccessv2.<*>; ,5
<*> <*> <*> <*> <*> ,1394
NetworkAgent connected ,4
<*> <*> = <*>.<*>, <*> = <*>.<*>, <*> = <*>.<*>, <*> = <*> ,1
action:android.intent.action.SCREEN_ON, mPermissionType:<*> ,6
<*> <*> ==================== TCP CLIENT <*> <*> <*> ,7
onCallStateChanged: callState:<*> ,1
tcp.conn{<*>} TcpSocket.connect_i(TcpSocket.java:<*>) connecting to ip address uc.huawei.com/<*>.<*>.<*>.<*> ,5
handleANRFilterFIFO,uid = 10105cmd = <*> ,2
<*> <*> - hexdump(len=<*>): <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 0b <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ... ,1
bmp is null : false ,40
<*> <*> <*> <*> <*> flg=0x50000014 (has extras) } ,2
begin of formatChinaDateRange <*> ,42
Alarm triggering (type <*> or <*>): <*> type <*> when <*> android}] ,3
<*>,<*>,<*>,<*>,<*>;<*>,<*>,<*>,<*>,<*>;<*>,<*>,<*>,<*>,<*>;<*>,<*>,<*>,<*>,<*>;<*>,<*>,<*>,<*>,<*>;<*>,<*>,<*>,<*>,<*>;<*>,<*>,<*>,<*>,<*>;<*>,<*>,<*>,<*>,<*>; ,1
<*> <*> <*> <*> <*> : <*> ,10
flushQueueInfo enter. ,1
<*> <*> <*> pid = <*> uid = <*> ,1
adev_set_parameters: enter: <*> ,3
<*> <*> <*> <*> to uc.huawei.com:<*> ,2
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,3
ImsServiceSub : type = <*> status = <*> isValid = true ,5
key:imsi value:<*> ,1
bssid=<*>:5a:<*>:<*>:bf:c2;freq=<*>;level=<*>;flags=<*>;ssid=FAST_BFC2; ,2
interceptKeyTq keycode=<*> <*> <*> <*> <*> <*> <*> <*> ,2
[UploadRequest.isTaskProcessing] lstUploadInfo.size()=<*> ,1
AutoCleanReceiveServer:receive action:android.intent.action.SCREEN_OFF ,4
MainActivity_pause_android.os.BinderProxy@fc92a<*> ,1
<*> <*> <*> <*> <*> [<*>, <*>] ,1
Returning system default Launcher ,15
<*> <*> <*> <*> = <*>, id = <*> ,2
ImsSenderRxr : <*> = <*> <*> = <*> <*> = <*> <*> <*> <*> ,1
BoostFramework() : mPerf = <*> ,15
mNotifyStateChangedReceiver::onReceive:action=InCallScreenIsForegroundActivity, mBackgroundState=false ,4
disableGps:false isEnabled()=true ,11
proxy app:com.huawei.camera,uid:<*>,result:true ,2
at com.huawei.keyguard.support.magazine.KeyguardWallpaper.updateWallpaper(KeyguardWallpaper.java:<*>) ,3
SleepPolicy:<*> ,7
[<*>.<*>/<*>, <*>.<*>/<*>, <*>.<*>/<*>] ,2
<*> <*> state = <*> <*> <*> ,1
getConfigForPhoneId phoneId is invalid ,5
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,1
int android::IppAlgoSmartAE::doSmartAEAlgo(unsigned char *, void *, int, int, <*> <*> ,7
CollectorManager--isCollectorEnabled--getBoolean: false ,27
<*> <*> <*> false false ,2
<*> <*> <*> <*> is: <*> ,1
TencentAntiVirusEngine:check Finish ,1
proxyBroadcast:[com.huawei.camera] proxy:false ,1
during_ms:<*>,period_ms:<*> ,9
ready=true,policy=<*>,wakefulness=<*>,wksummary=0x2b,uasummary=0x4,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=<*>,adj=<*>.0userId=<*> ,2
enqueueNotificationInternal: n.getKey = <*> ,12
<*> <*> pid = <*> <*> = <*> <*> = <*> <*> = <*> ,6
[qiyi_LOG_INFO DownloadEpisodeAdapter] <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,1
The tag is null error! ,16
<*> <*> <*> = <*> <*> ,1
MediaExtractor::CreateFromService (null) ,2
at android.app.ContextImpl.enforce(ContextImpl.java:<*>) ,1
audio_extn_get_parameters: returns ,5
setMobileDataIndicatorsHuawei subId:<*> visible:true strengthIcon:<*> typeIcon:<*> contentDescription:手机信号满格。 typeContentDescription:LTE isTypeIconWide:true showActivity:true activityIn:true activityOut:true isRoaming:false ,13
L7N0bjYXrGNRJQ9dqeZvpjEvqFTUupAzCYsjEjhoW9Ufwyb6WKNVtCNrXsrBh3YQo802m+Sxg+D<*> ,1
StatusBarNotifier - <*> is null ,1
acquire lock=<*>, flags=0x1, tag="NetworkStats", name=android, ws=null, uid=<*>, pid=<*> ,17
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*> udp detect response <*> id is [<*>],ack id is [<*>]! ,1
